Target Geo Id 2000,Target Geo Id2 2000,Geographical Area_x,MSA,Population 2000,Housing  units 2000,Area in square miles - Total area 2000,Area in square miles - Water area 2000,Area in square miles - Land area 2000,Density per square mile of land area - Population 2000,Density per square mile of land area - Housing  units 2000,Target Geo Id 2010,Target Geo Id2 2010,Geographical Area_y,Population 2010,Housing units 2010,Area in square miles - Total area 2010,Area in square miles - Water area 2010,Area in square miles - Land area 2010,Density per square mile of land area - Population 2010,Density per square mile of land area - Housing units 2010
3800000US4040,4040.0,"United States - In metropolitan statistical area - Lansing-East Lansing, MI MSA","Lansing-East Lansing, MI MSA",447728.0,181804.0,1714.53,7.48,1707.06,262.3,106.5,310M100US29620,29620.0,"United States - In metropolitan statistical area - Lansing-East Lansing, MI MSA",464036.0,199026.0,1714.7,17.0,1697.7,273.3,117.2
3800000US4080,4080.0,"United States - In metropolitan statistical area - Laredo, TX MSA","Laredo, TX MSA",193117.0,55206.0,3375.53,18.69,3356.83,57.5,16.4,310M100US29700,29700.0,"United States - In metropolitan statistical area - Laredo, TX MSA",250304.0,73496.0,3375.59,14.11,3361.48,74.5,21.9
3800000US4100,4100.0,"United States - In metropolitan statistical area - Las Cruces, NM MSA","Las Cruces, NM MSA",174682.0,65210.0,3814.62,7.44,3807.18,45.9,17.1,310M100US29740,29740.0,"United States - In metropolitan statistical area - Las Cruces, NM MSA",209233.0,81492.0,3814.38,6.87,3807.51,55.0,21.4
3800000US4120,4120.0,"United States - In metropolitan statistical area - Las Vegas, NV-AZ MSA","Las Vegas, NV-AZ MSA",1563282.0,655795.0,39719.1,350.46,39368.64,39.7,16.7,,,,,,,,,,
3800000US4150,4150.0,"United States - In metropolitan statistical area - Lawrence, KS MSA","Lawrence, KS MSA",99962.0,40250.0,474.47,17.6,456.87,218.8,88.1,310M100US29940,29940.0,"United States - In metropolitan statistical area - Lawrence, KS MSA",110826.0,46731.0,474.64,18.77,455.87,243.1,102.5
3800000US4200,4200.0,"United States - In metropolitan statistical area - Lawton, OK MSA","Lawton, OK MSA",114996.0,45416.0,1083.82,14.48,1069.35,107.5,42.5,310M100US30020,30020.0,"United States - In metropolitan statistical area - Lawton, OK MSA",124098.0,50739.0,1083.7,14.42,1069.29,116.1,47.5
3800000US4240,4240.0,"United States - In metropolitan statistical area - Lewiston-Auburn, ME MSA","Lewiston-Auburn, ME MSA",90830.0,40455.0,325.32,20.69,304.64,298.2,132.8,310M100US30340,30340.0,"United States - In metropolitan statistical area - Lewiston-Auburn, ME MSA",107702.0,49090.0,497.12,29.19,467.93,230.2,104.9
3800000US4280,4280.0,"United States - In metropolitan statistical area - Lexington, KY MSA","Lexington, KY MSA",479198.0,204857.0,1927.17,7.7,1919.47,249.7,106.7,,,,,,,,,,
3800000US4320,4320.0,"United States - In metropolitan statistical area - Lima, OH MSA","Lima, OH MSA",155084.0,62715.0,808.6,2.92,805.68,192.5,77.8,310M100US30620,30620.0,"United States - In metropolitan statistical area - Lima, OH MSA",106331.0,44999.0,406.85,4.35,402.5,264.2,111.8
3800000US4360,4360.0,"United States - In metropolitan statistical area - Lincoln, NE MSA","Lincoln, NE MSA",250291.0,104217.0,846.71,7.83,838.88,298.4,124.2,310M100US30700,30700.0,"United States - In metropolitan statistical area - Lincoln, NE MSA",302157.0,127750.0,1422.27,13.29,1408.98,214.5,90.7
3800000US4400,4400.0,"United States - In metropolitan statistical area - Little Rock-North Little Rock, AR MSA","Little Rock-North Little Rock, AR MSA",583845.0,250255.0,3004.75,97.12,2907.62,200.8,86.1,,,,,,,,,,
3800000US4420,4420.0,"United States - In metropolitan statistical area - Longview-Marshall, TX MSA","Longview-Marshall, TX MSA",208780.0,87550.0,1784.13,23.75,1760.38,118.6,49.7,,,,,,,,,,
3800000US4472,4472.0,"United States - In metropolitan statistical area - Los Angeles-Riverside-Orange County, CA MSA","Los Angeles-Riverside-Orange County, CA MSA",16373645.0,5678148.0,35316.94,1361.5,33955.44,482.2,167.2,,,,,,,,,,
3850000US44724480,44724480.0,"United States - In metropolitan statistical area - Los Angeles-Riverside-Orange County, CA MSA - Los Angeles-Long Beach, CA MSA","Los Angeles-Long Beach, CA MSA",9519338.0,3270909.0,4752.32,691.45,4060.87,2344.2,805.5,,,,,,,,,,
3850000US44725945,44725945.0,"United States - In metropolitan statistical area - Los Angeles-Riverside-Orange County, CA MSA - Orange County, CA MSA","Orange County, CA MSA",2846289.0,969484.0,947.98,158.57,789.4,3605.6,1228.1,,,,,,,,,,
3850000US44726780,44726780.0,"United States - In metropolitan statistical area - Los Angeles-Riverside-Orange County, CA MSA - Riverside-San Bernardino, CA MSA","Riverside-San Bernardino, CA MSA",3254821.0,1186043.0,27408.45,148.58,27259.86,119.4,43.5,,,,,,,,,,
3850000US44728735,44728735.0,"United States - In metropolitan statistical area - Los Angeles-Riverside-Orange County, CA MSA - Ventura, CA MSA","Ventura, CA MSA",753197.0,251712.0,2208.2,362.9,1845.3,408.2,136.4,,,,,,,,,,
3800000US4520,4520.0,"United States - In metropolitan statistical area - Louisville, KY-IN MSA","Louisville, KY-IN MSA",1025598.0,438235.0,2099.44,27.44,2071.99,495.0,211.5,,,,,,,,,,
3800000US4600,4600.0,"United States - In metropolitan statistical area - Lubbock, TX MSA","Lubbock, TX MSA",242628.0,100595.0,900.7,1.2,899.49,269.7,111.8,310M100US31180,31180.0,"United States - In metropolitan statistical area - Lubbock, TX MSA",284890.0,117966.0,1802.39,6.6,1795.8,158.6,65.7
3800000US4640,4640.0,"United States - In metropolitan statistical area - Lynchburg, VA MSA","Lynchburg, VA MSA",214911.0,92229.0,1811.95,21.51,1790.44,120.0,51.5,310M100US31340,31340.0,"United States - In metropolitan statistical area - Lynchburg, VA MSA",252634.0,112515.0,2146.71,26.39,2120.32,119.1,53.1
3800000US4680,4680.0,"United States - In metropolitan statistical area - Macon, GA MSA","Macon, GA MSA",322549.0,134359.0,1544.75,12.94,1531.81,210.6,87.7,310M100US31420,31420.0,"United States - In metropolitan statistical area - Macon, GA MSA",232293.0,101587.0,1737.68,15.04,1722.64,134.8,59.0
3800000US4720,4720.0,"United States - In metropolitan statistical area - Madison, WI MSA","Madison, WI MSA",426526.0,180398.0,1238.32,36.42,1201.89,354.9,150.1,310M100US31540,31540.0,"United States - In metropolitan statistical area - Madison, WI MSA",568593.0,252878.0,2802.15,76.8,2725.35,208.6,92.8
3800000US4800,4800.0,"United States - In metropolitan statistical area - Mansfield, OH MSA","Mansfield, OH MSA",175818.0,73240.0,903.16,4.17,898.99,195.6,81.5,310M100US31900,31900.0,"United States - In metropolitan statistical area - Mansfield, OH MSA",124475.0,54599.0,500.08,4.81,495.27,251.3,110.2
3800000US4880,4880.0,"United States - In metropolitan statistical area - McAllen-Edinburg-Mission, TX MSA","McAllen-Edinburg-Mission, TX MSA",569463.0,192658.0,1582.66,12.92,1569.75,362.8,122.7,310M100US32580,32580.0,"United States - In metropolitan statistical area - McAllen-Edinburg-Mission, TX MSA",774769.0,248287.0,1582.91,12.04,1570.87,493.2,158.1
3800000US4890,4890.0,"United States - In metropolitan statistical area - Medford-Ashland, OR MSA","Medford-Ashland, OR MSA",181269.0,75737.0,2801.77,16.57,2785.19,65.1,27.2,,,,,,,,,,
3800000US4900,4900.0,"United States - In metropolitan statistical area - Melbourne-Titusville-Palm Bay, FL MSA","Melbourne-Titusville-Palm Bay, FL MSA",476230.0,222072.0,1556.95,538.76,1018.19,467.7,218.1,,,,,,,,,,
3800000US4920,4920.0,"United States - In metropolitan statistical area - Memphis, TN-AR-MS MSA","Memphis, TN-AR-MS MSA",1135614.0,454534.0,3098.04,91.61,3006.43,377.7,151.2,,,,,,,,,,
3800000US4940,4940.0,"United States - In metropolitan statistical area - Merced, CA MSA","Merced, CA MSA",210554.0,68373.0,1971.87,43.18,1928.69,109.2,35.5,310M100US32900,32900.0,"United States - In metropolitan statistical area - Merced, CA MSA",255793.0,83698.0,1978.51,43.54,1934.97,132.2,43.3
3800000US4992,4992.0,"United States - In metropolitan statistical area - Miami-Fort Lauderdale, FL MSA","Miami-Fort Lauderdale, FL MSA",3876380.0,1593321.0,3750.89,599.43,3151.46,1230.0,505.6,,,,,,,,,,
3850000US49922680,49922680.0,"United States - In metropolitan statistical area - Miami-Fort Lauderdale, FL MSA - Fort Lauderdale, FL MSA","Fort Lauderdale, FL MSA",1623018.0,741043.0,1319.63,114.24,1205.4,1346.5,614.8,,,,,,,,,,
3850000US49925000,49925000.0,"United States - In metropolitan statistical area - Miami-Fort Lauderdale, FL MSA - Miami, FL MSA","Miami, FL MSA",2253362.0,852278.0,2431.26,485.19,1946.06,1157.9,437.9,,,,,,,,,,
3800000US5082,5082.0,"United States - In metropolitan statistical area - Milwaukee-Racine, WI MSA","Milwaukee-Racine, WI MSA",1689572.0,692962.0,4114.17,2321.18,1792.99,942.3,386.5,,,,,,,,,,
3850000US50825080,50825080.0,"United States - In metropolitan statistical area - Milwaukee-Racine, WI MSA - Milwaukee-Waukesha, WI MSA","Milwaukee-Waukesha, WI MSA",1500741.0,618244.0,3322.27,1862.38,1459.9,1028.0,423.5,,,,,,,,,,
3850000US50826600,50826600.0,"United States - In metropolitan statistical area - Milwaukee-Racine, WI MSA - Racine, WI MSA","Racine, WI MSA",188831.0,74718.0,791.9,458.81,333.1,566.9,224.3,310M100US39540,39540.0,"United States - In metropolitan statistical area - Racine, WI MSA",195408.0,82164.0,792.12,459.62,332.5,587.7,247.1
3800000US5120,5120.0,"United States - In metropolitan statistical area - Minneapolis-St. Paul, MN-WI MSA","Minneapolis-St. Paul, MN-WI MSA",2968806.0,1169775.0,6364.12,301.05,6063.07,489.7,192.9,,,,,,,,,,
3800000US5140,5140.0,"United States - In metropolitan statistical area - Missoula, MT MSA","Missoula, MT MSA",95802.0,41319.0,2618.34,20.37,2597.97,36.9,15.9,310M100US33540,33540.0,"United States - In metropolitan statistical area - Missoula, MT MSA",109299.0,50106.0,2618.32,24.9,2593.42,42.1,19.3
3800000US5160,5160.0,"United States - In metropolitan statistical area - Mobile, AL MSA","Mobile, AL MSA",540258.0,239386.0,3670.95,841.51,2829.44,190.9,84.6,310M100US33660,33660.0,"United States - In metropolitan statistical area - Mobile, AL MSA",412992.0,178196.0,1644.01,414.58,1229.44,335.9,144.9
3800000US5170,5170.0,"United States - In metropolitan statistical area - Modesto, CA MSA","Modesto, CA MSA",446997.0,150807.0,1514.67,20.88,1493.79,299.2,101.0,310M100US33700,33700.0,"United States - In metropolitan statistical area - Modesto, CA MSA",514453.0,179503.0,1514.69,19.86,1494.83,344.2,120.1
3800000US5200,5200.0,"United States - In metropolitan statistical area - Monroe, LA MSA","Monroe, LA MSA",147250.0,60154.0,632.7,22.17,610.53,241.2,98.5,310M100US33740,33740.0,"United States - In metropolitan statistical area - Monroe, LA MSA",176441.0,75827.0,1537.15,49.76,1487.39,118.6,51.0
3800000US5240,5240.0,"United States - In metropolitan statistical area - Montgomery, AL MSA","Montgomery, AL MSA",333055.0,138832.0,2061.41,54.43,2006.99,165.9,69.2,310M100US33860,33860.0,"United States - In metropolitan statistical area - Montgomery, AL MSA",374536.0,161573.0,2786.41,73.33,2713.08,138.0,59.6
3800000US5280,5280.0,"United States - In metropolitan statistical area - Muncie, IN MSA","Muncie, IN MSA",118769.0,51032.0,395.92,2.63,393.29,302.0,129.8,310M100US34620,34620.0,"United States - In metropolitan statistical area - Muncie, IN MSA",117671.0,52357.0,395.91,3.79,392.12,300.1,133.5
3800000US5330,5330.0,"United States - In metropolitan statistical area - Myrtle Beach, SC MSA","Myrtle Beach, SC MSA",196629.0,122085.0,1254.96,121.28,1133.68,173.4,107.7,,,,,,,,,,
3800000US5345,5345.0,"United States - In metropolitan statistical area - Naples, FL MSA","Naples, FL MSA",251377.0,144536.0,2304.93,279.59,2025.34,124.1,71.4,,,,,,,,,,
3800000US5360,5360.0,"United States - In metropolitan statistical area - Nashville, TN MSA","Nashville, TN MSA",1231311.0,509293.0,4135.08,62.35,4072.73,302.3,125.0,,,,,,,,,,
3800000US5520,5520.0,"United States - In metropolitan statistical area - New London-Norwich, CT-RI MSA","New London-Norwich, CT-RI MSA",293566.0,127566.0,782.43,120.18,662.24,443.3,192.6,,,,,,,,,,
3800000US5560,5560.0,"United States - In metropolitan statistical area - New Orleans, LA MSA","New Orleans, LA MSA",1337726.0,556234.0,7354.78,3955.29,3399.49,393.5,163.6,,,,,,,,,,
3800000US5602,5602.0,"United States - In metropolitan statistical area - New York-Northern New Jersey-Long Island, NY-NJ-CT-PA MSA","New York-Northern New Jersey-Long Island, NY-NJ-CT-PA MSA",21199865.0,8213523.0,13117.93,2668.07,10449.86,2028.7,786.0,,,,,,,,,,
3850000US56020875,56020875.0,"United States - In metropolitan statistical area - New York-Northern New Jersey-Long Island, NY-NJ-CT-PA MSA - Bergen-Passaic, NJ MSA","Bergen-Passaic, NJ MSA",1373167.0,509868.0,443.85,24.39,419.46,3273.6,1215.5,,,,,,,,,,
3850000US56021160,56021160.0,"United States - In metropolitan statistical area - New York-Northern New Jersey-Long Island, NY-NJ-CT-PA MSA - Bridgeport, CT MSA","Bridgeport, CT MSA",459479.0,179318.0,276.98,15.15,261.83,1754.9,684.9,,,,,,,,,,
3850000US56021930,56021930.0,"United States - In metropolitan statistical area - New York-Northern New Jersey-Long Island, NY-NJ-CT-PA MSA - Danbury, CT MSA","Danbury, CT MSA",217980.0,82542.0,402.05,15.15,386.9,563.4,213.3,,,,,,,,,,
3850000US56022281,56022281.0,"United States - In metropolitan statistical area - New York-Northern New Jersey-Long Island, NY-NJ-CT-PA MSA - Dutchess County, NY MSA","Dutchess County, NY MSA",280150.0,106103.0,825.38,23.78,801.59,349.5,132.4,,,,,,,,,,
3850000US56023640,56023640.0,"United States - In metropolitan statistical area - New York-Northern New Jersey-Long Island, NY-NJ-CT-PA MSA - Jersey City, NJ MSA","Jersey City, NJ MSA",608975.0,240618.0,62.43,15.74,46.69,13043.6,5153.8,,,,,,,,,,
3850000US56025015,56025015.0,"United States - In metropolitan statistical area - New York-Northern New Jersey-Long Island, NY-NJ-CT-PA MSA - Middlesex-Somerset-Hunterdon, NJ MSA","Middlesex-Somerset-Hunterdon, NJ MSA",1169641.0,430692.0,1065.32,20.97,1044.35,1120.0,412.4,,,,,,,,,,
3850000US56025190,56025190.0,"United States - In metropolitan statistical area - New York-Northern New Jersey-Long Island, NY-NJ-CT-PA MSA - Monmouth-Ocean, NJ MSA","Monmouth-Ocean, NJ MSA",1126217.0,489595.0,1581.0,472.78,1108.21,1016.2,441.8,,,,,,,,,,
3850000US56025380,56025380.0,"United States - In metropolitan statistical area - New York-Northern New Jersey-Long Island, NY-NJ-CT-PA MSA - Nassau-Suffolk, NY MSA","Nassau-Suffolk, NY MSA",2753913.0,980474.0,2826.15,1627.26,1198.89,2297.1,817.8,,,,,,,,,,
3850000US56025480,56025480.0,"United States - In metropolitan statistical area - New York-Northern New Jersey-Long Island, NY-NJ-CT-PA MSA - New Haven-Meriden, CT MSA","New Haven-Meriden, CT MSA",542149.0,223326.0,450.55,20.63,429.92,1261.0,519.5,,,,,,,,,,
3850000US56025600,56025600.0,"United States - In metropolitan statistical area - New York-Northern New Jersey-Long Island, NY-NJ-CT-PA MSA - New York, NY MSA","New York, NY MSA",9314235.0,3680360.0,1414.55,272.91,1141.64,8158.7,3223.8,,,,,,,,,,
3850000US56025640,56025640.0,"United States - In metropolitan statistical area - New York-Northern New Jersey-Long Island, NY-NJ-CT-PA MSA - Newark, NJ MSA","Newark, NJ MSA",2032989.0,766020.0,1615.05,37.38,1577.67,1288.6,485.5,,,,,,,,,,
3850000US56025660,56025660.0,"United States - In metropolitan statistical area - New York-Northern New Jersey-Long Island, NY-NJ-CT-PA MSA - Newburgh, NY-PA MSA","Newburgh, NY-PA MSA",387669.0,157435.0,1405.18,42.04,1363.15,284.4,115.5,,,,,,,,,,
3850000US56028040,56028040.0,"United States - In metropolitan statistical area - New York-Northern New Jersey-Long Island, NY-NJ-CT-PA MSA - Stamford-Norwalk, CT MSA","Stamford-Norwalk, CT MSA",353556.0,139224.0,282.96,72.84,210.12,1682.7,662.6,,,,,,,,,,
3850000US56028480,56028480.0,"United States - In metropolitan statistical area - New York-Northern New Jersey-Long Island, NY-NJ-CT-PA MSA - Trenton, NJ MSA","Trenton, NJ MSA",350761.0,133280.0,228.84,2.91,225.93,1552.5,589.9,,,,,,,,,,
3850000US56028880,56028880.0,"United States - In metropolitan statistical area - New York-Northern New Jersey-Long Island, NY-NJ-CT-PA MSA - Waterbury, CT MSA","Waterbury, CT MSA",228984.0,94668.0,237.66,4.15,233.51,980.6,405.4,,,,,,,,,,
3800000US5720,5720.0,"United States - In metropolitan statistical area - Norfolk-Virginia Beach-Newport News, VA-NC MSA","Norfolk-Virginia Beach-Newport News, VA-NC MSA",1569541.0,619335.0,3586.2,1237.71,2348.49,668.3,263.7,,,,,,,,,,
3800000US5790,5790.0,"United States - In metropolitan statistical area - Ocala, FL MSA","Ocala, FL MSA",258916.0,122663.0,1663.01,84.15,1578.86,164.0,77.7,310M100US36100,36100.0,"United States - In metropolitan statistical area - Ocala, FL MSA",331298.0,164050.0,1662.61,78.06,1584.55,209.1,103.5
3800000US5800,5800.0,"United States - In metropolitan statistical area - Odessa-Midland, TX MSA","Odessa-Midland, TX MSA",237132.0,97560.0,1803.65,2.34,1801.31,131.6,54.2,,,,,,,,,,
3800000US5880,5880.0,"United States - In metropolitan statistical area - Oklahoma City, OK MSA","Oklahoma City, OK MSA",1083346.0,466230.0,4304.13,57.39,4246.74,255.1,109.8,310M100US36420,36420.0,"United States - In metropolitan statistical area - Oklahoma City, OK MSA",1252987.0,539077.0,5581.72,70.16,5511.56,227.3,97.8
3800000US5920,5920.0,"United States - In metropolitan statistical area - Omaha, NE-IA MSA","Omaha, NE-IA MSA",716998.0,291001.0,2506.79,31.36,2475.43,289.6,117.6,,,,,,,,,,
3800000US5960,5960.0,"United States - In metropolitan statistical area - Orlando, FL MSA","Orlando, FL MSA",1644561.0,683551.0,4011.81,521.11,3490.71,471.1,195.8,,,,,,,,,,
3800000US5990,5990.0,"United States - In metropolitan statistical area - Owensboro, KY MSA","Owensboro, KY MSA",91545.0,38432.0,476.27,13.88,462.39,198.0,83.1,310M100US36980,36980.0,"United States - In metropolitan statistical area - Owensboro, KY MSA",114752.0,49450.0,931.69,33.22,898.47,127.7,55.0
3800000US6015,6015.0,"United States - In metropolitan statistical area - Panama City, FL MSA","Panama City, FL MSA",148217.0,78435.0,1033.27,269.6,763.68,194.1,102.7,,,,,,,,,,
3800000US6020,6020.0,"United States - In metropolitan statistical area - Parkersburg-Marietta, WV-OH MSA","Parkersburg-Marietta, WV-OH MSA",151237.0,67545.0,1017.09,14.65,1002.44,150.9,67.4,,,,,,,,,,
3800000US6080,6080.0,"United States - In metropolitan statistical area - Pensacola, FL MSA","Pensacola, FL MSA",412153.0,173766.0,2049.14,369.86,1679.28,245.4,103.5,,,,,,,,,,
3800000US6120,6120.0,"United States - In metropolitan statistical area - Peoria-Pekin, IL MSA","Peoria-Pekin, IL MSA",347387.0,144664.0,1831.52,35.19,1796.33,193.4,80.5,,,,,,,,,,
3800000US6162,6162.0,"United States - In metropolitan statistical area - Philadelphia-Wilmington-Atlantic City, PA-NJ-DE-MD MSA","Philadelphia-Wilmington-Atlantic City, PA-NJ-DE-MD MSA",6188463.0,2539825.0,6838.95,903.76,5935.19,1042.7,427.9,,,,,,,,,,
3850000US61620560,61620560.0,"United States - In metropolitan statistical area - Philadelphia-Wilmington-Atlantic City, PA-NJ-DE-MD MSA - Atlantic-Cape May, NJ MSA","Atlantic-Cape May, NJ MSA",354878.0,205137.0,1291.73,475.47,816.26,434.8,251.3,,,,,,,,,,
3850000US61626160,61626160.0,"United States - In metropolitan statistical area - Philadelphia-Wilmington-Atlantic City, PA-NJ-DE-MD MSA - Philadelphia, PA-NJ MSA","Philadelphia, PA-NJ MSA",5100931.0,2047843.0,3959.25,104.01,3855.23,1323.1,531.2,,,,,,,,,,
3850000US61628760,61628760.0,"United States - In metropolitan statistical area - Philadelphia-Wilmington-Atlantic City, PA-NJ-DE-MD MSA - Vineland-Millville-Bridgeton, NJ MSA","Vineland-Millville-Bridgeton, NJ MSA",146438.0,52863.0,676.59,187.29,489.3,299.3,108.0,310M100US47220,47220.0,"United States - In metropolitan statistical area - Vineland-Millville-Bridgeton, NJ MSA",156898.0,55834.0,677.62,193.92,483.7,324.4,115.4
3850000US61629160,61629160.0,"United States - In metropolitan statistical area - Philadelphia-Wilmington-Atlantic City, PA-NJ-DE-MD MSA - Wilmington-Newark, DE-MD MSA","Wilmington-Newark, DE-MD MSA",586216.0,233982.0,911.39,136.99,774.4,757.0,302.1,,,,,,,,,,
3800000US6200,6200.0,"United States - In metropolitan statistical area - Phoenix-Mesa, AZ MSA","Phoenix-Mesa, AZ MSA",3251876.0,1331385.0,14598.36,25.63,14572.73,223.1,91.4,,,,,,,,,,
3800000US6240,6240.0,"United States - In metropolitan statistical area - Pine Bluff, AR MSA","Pine Bluff, AR MSA",84278.0,34350.0,913.7,28.88,884.82,95.2,38.8,310M100US38220,38220.0,"United States - In metropolitan statistical area - Pine Bluff, AR MSA",100258.0,41930.0,2084.71,54.66,2030.05,49.4,20.7
3800000US6280,6280.0,"United States - In metropolitan statistical area - Pittsburgh, PA MSA","Pittsburgh, PA MSA",2358695.0,1046094.0,4678.69,53.06,4625.63,509.9,226.2,310M100US38300,38300.0,"United States - In metropolitan statistical area - Pittsburgh, PA MSA",2356285.0,1102048.0,5342.45,60.97,5281.48,446.1,208.7
3800000US6320,6320.0,"United States - In metropolitan statistical area - Pittsfield, MA MSA","Pittsfield, MA MSA",84699.0,40426.0,257.55,5.74,251.81,336.4,160.5,310M100US38340,38340.0,"United States - In metropolitan statistical area - Pittsfield, MA MSA",131219.0,68508.0,946.43,19.6,926.82,141.6,73.9
3800000US6340,6340.0,"United States - In metropolitan statistical area - Pocatello, ID MSA","Pocatello, ID MSA",75565.0,29102.0,1147.46,34.16,1113.3,67.9,26.1,310M100US38540,38540.0,"United States - In metropolitan statistical area - Pocatello, ID MSA",90656.0,36135.0,2590.1,73.87,2516.23,36.0,14.4
3800000US6400,6400.0,"United States - In metropolitan statistical area - Portland, ME MSA","Portland, ME MSA",243537.0,111130.0,822.89,196.63,626.26,388.9,177.5,,,,,,,,,,
3800000US6442,6442.0,"United States - In metropolitan statistical area - Portland-Salem, OR-WA MSA","Portland-Salem, OR-WA MSA",2265223.0,918935.0,7072.23,119.59,6952.64,325.8,132.2,,,,,,,,,,
3850000US64426440,64426440.0,"United States - In metropolitan statistical area - Portland-Salem, OR-WA MSA - Portland-Vancouver, OR-WA MSA","Portland-Vancouver, OR-WA MSA",1918009.0,786300.0,5133.95,106.29,5027.66,381.5,156.4,,,,,,,,,,
3850000US64427080,64427080.0,"United States - In metropolitan statistical area - Portland-Salem, OR-WA MSA - Salem, OR MSA","Salem, OR MSA",347214.0,132635.0,1938.28,13.3,1924.98,180.4,68.9,310M100US41420,41420.0,"United States - In metropolitan statistical area - Salem, OR MSA",390738.0,151250.0,1936.42,13.31,1923.11,203.2,78.6
3800000US6480,6480.0,"United States - In metropolitan statistical area - Providence-Fall River-Warwick, RI-MA MSA","Providence-Fall River-Warwick, RI-MA MSA",1188613.0,492558.0,1356.18,214.97,1141.21,1041.5,431.6,,,,,,,,,,
3800000US6520,6520.0,"United States - In metropolitan statistical area - Provo-Orem, UT MSA","Provo-Orem, UT MSA",368536.0,104315.0,2140.98,142.64,1998.33,184.4,52.2,310M100US39340,39340.0,"United States - In metropolitan statistical area - Provo-Orem, UT MSA",526810.0,151852.0,5550.51,154.78,5395.73,97.6,28.1
3800000US6560,6560.0,"United States - In metropolitan statistical area - Pueblo, CO MSA","Pueblo, CO MSA",141472.0,58926.0,2397.73,9.04,2388.69,59.2,24.7,310M100US39380,39380.0,"United States - In metropolitan statistical area - Pueblo, CO MSA",159063.0,69526.0,2397.8,11.69,2386.1,66.7,29.1
3800000US6580,6580.0,"United States - In metropolitan statistical area - Punta Gorda, FL MSA","Punta Gorda, FL MSA",141627.0,79758.0,859.12,165.51,693.6,204.2,115.0,310M100US39460,39460.0,"United States - In metropolitan statistical area - Punta Gorda, FL MSA",159978.0,100632.0,858.3,178.02,680.28,235.2,147.9
3800000US6640,6640.0,"United States - In metropolitan statistical area - Raleigh-Durham-Chapel Hill, NC MSA","Raleigh-Durham-Chapel Hill, NC MSA",1187941.0,495612.0,3555.69,66.88,3488.81,340.5,142.1,,,,,,,,,,
3800000US6660,6660.0,"United States - In metropolitan statistical area - Rapid City, SD MSA","Rapid City, SD MSA",88565.0,37249.0,2784.31,8.16,2776.15,31.9,13.4,310M100US39660,39660.0,"United States - In metropolitan statistical area - Rapid City, SD MSA",126382.0,55949.0,6267.11,19.57,6247.54,20.2,9.0
3800000US6680,6680.0,"United States - In metropolitan statistical area - Reading, PA MSA","Reading, PA MSA",373638.0,150222.0,865.67,6.79,858.88,435.0,174.9,310M100US39740,39740.0,"United States - In metropolitan statistical area - Reading, PA MSA",411442.0,164827.0,865.76,9.25,856.51,480.4,192.4
3800000US6690,6690.0,"United States - In metropolitan statistical area - Redding, CA MSA","Redding, CA MSA",163256.0,68810.0,3847.44,62.24,3785.19,43.1,18.2,310M100US39820,39820.0,"United States - In metropolitan statistical area - Redding, CA MSA",177223.0,77313.0,3847.42,72.02,3775.4,46.9,20.5
3800000US6720,6720.0,"United States - In metropolitan statistical area - Reno, NV MSA","Reno, NV MSA",339486.0,143908.0,6551.32,209.05,6342.27,53.5,22.7,,,,,,,,,,
3800000US6740,6740.0,"United States - In metropolitan statistical area - Richland-Kennewick-Pasco, WA MSA","Richland-Kennewick-Pasco, WA MSA",191822.0,72047.0,3025.47,79.98,2945.49,65.1,24.5,,,,,,,,,,
3800000US6760,6760.0,"United States - In metropolitan statistical area - Richmond-Petersburg, VA MSA","Richmond-Petersburg, VA MSA",996512.0,410394.0,3028.92,84.46,2944.47,338.4,139.4,,,,,,,,,,
3800000US6800,6800.0,"United States - In metropolitan statistical area - Roanoke, VA MSA","Roanoke, VA MSA",235932.0,104352.0,854.48,3.48,851.0,277.2,122.6,310M100US40220,40220.0,"United States - In metropolitan statistical area - Roanoke, VA MSA",308707.0,144987.0,1896.76,28.08,1868.68,165.2,77.6
3800000US6820,6820.0,"United States - In metropolitan statistical area - Rochester, MN MSA","Rochester, MN MSA",124277.0,49422.0,654.5,1.49,653.01,190.3,75.7,310M100US40340,40340.0,"United States - In metropolitan statistical area - Rochester, MN MSA",186011.0,78439.0,1644.0,28.39,1615.61,115.1,48.6
3800000US6840,6840.0,"United States - In metropolitan statistical area - Rochester, NY MSA","Rochester, NY MSA",1098201.0,451362.0,5365.42,1939.9,3425.52,320.6,131.8,310M100US40380,40380.0,"United States - In metropolitan statistical area - Rochester, NY MSA",1054323.0,455397.0,4869.99,1941.87,2928.12,360.1,155.5
3800000US6880,6880.0,"United States - In metropolitan statistical area - Rockford, IL MSA","Rockford, IL MSA",371236.0,150238.0,1564.48,10.65,1553.84,238.9,96.7,310M100US40420,40420.0,"United States - In metropolitan statistical area - Rockford, IL MSA",349431.0,145935.0,801.28,7.19,794.08,440.0,183.8
3800000US6895,6895.0,"United States - In metropolitan statistical area - Rocky Mount, NC MSA","Rocky Mount, NC MSA",143026.0,61053.0,1049.27,3.98,1045.29,136.8,58.4,310M100US40580,40580.0,"United States - In metropolitan statistical area - Rocky Mount, NC MSA",152392.0,67124.0,1049.42,3.68,1045.74,145.7,64.2
