Target Geo Id 2000,Target Geo Id2 2000,Geographical Area_x,MSA,Population 2000,Housing  units 2000,Area in square miles - Total area 2000,Area in square miles - Water area 2000,Area in square miles - Land area 2000,Density per square mile of land area - Population 2000,Density per square mile of land area - Housing  units 2000,Target Geo Id 2010,Target Geo Id2 2010,Geographical Area_y,Population 2010,Housing units 2010,Area in square miles - Total area 2010,Area in square miles - Water area 2010,Area in square miles - Land area 2010,Density per square mile of land area - Population 2010,Density per square mile of land area - Housing units 2010
3800000US6922,6922.0,"United States - In metropolitan statistical area - Sacramento-Yolo, CA MSA","Sacramento-Yolo, CA MSA",1796857.0,714981.0,5309.25,215.11,5094.13,352.7,140.4,,,,,,,,,,
3850000US69226920,69226920.0,"United States - In metropolitan statistical area - Sacramento-Yolo, CA MSA - Sacramento, CA MSA","Sacramento, CA MSA",1628197.0,653394.0,4286.36,205.49,4080.87,399.0,160.1,,,,,,,,,,
3850000US69229270,69229270.0,"United States - In metropolitan statistical area - Sacramento-Yolo, CA MSA - Yolo, CA MSA","Yolo, CA MSA",168660.0,61587.0,1022.89,9.62,1013.27,166.5,60.8,,,,,,,,,,
3800000US6960,6960.0,"United States - In metropolitan statistical area - Saginaw-Bay City-Midland, MI MSA","Saginaw-Bay City-Midland, MI MSA",403070.0,165724.0,1974.58,200.2,1774.37,227.2,93.4,,,,,,,,,,
3800000US6980,6980.0,"United States - In metropolitan statistical area - St. Cloud, MN MSA","St. Cloud, MN MSA",167392.0,63751.0,1802.92,50.13,1752.79,95.5,36.4,310M100US41060,41060.0,"United States - In metropolitan statistical area - St. Cloud, MN MSA",189093.0,78114.0,1803.01,51.58,1751.43,108.0,44.6
3800000US7000,7000.0,"United States - In metropolitan statistical area - St. Joseph, MO MSA","St. Joseph, MO MSA",102490.0,43236.0,851.07,6.16,844.91,121.3,51.2,,,,,,,,,,
3800000US7040,7040.0,"United States - In metropolitan statistical area - St. Louis, MO-IL MSA","St. Louis, MO-IL MSA",2603607.0,1092915.0,6547.6,155.53,6392.07,407.3,171.0,310M100US41180,41180.0,"United States - In metropolitan statistical area - St. Louis, MO-IL MSA",2812896.0,1236222.0,8844.37,221.13,8623.24,326.2,143.4
3800000US7120,7120.0,"United States - In metropolitan statistical area - Salinas, CA MSA","Salinas, CA MSA",401762.0,131708.0,3771.07,449.12,3321.95,120.9,39.6,310M100US41500,41500.0,"United States - In metropolitan statistical area - Salinas, CA MSA",415057.0,139048.0,3771.22,490.63,3280.6,126.5,42.4
3800000US7160,7160.0,"United States - In metropolitan statistical area - Salt Lake City-Ogden, UT MSA","Salt Lake City-Ogden, UT MSA",1333914.0,455556.0,2100.95,483.55,1617.39,824.7,281.7,,,,,,,,,,
3800000US7200,7200.0,"United States - In metropolitan statistical area - San Angelo, TX MSA","San Angelo, TX MSA",104010.0,43916.0,1540.54,18.44,1522.1,68.3,28.9,310M100US41660,41660.0,"United States - In metropolitan statistical area - San Angelo, TX MSA",111823.0,47427.0,2592.18,18.64,2573.53,43.5,18.4
3800000US7240,7240.0,"United States - In metropolitan statistical area - San Antonio, TX MSA","San Antonio, TX MSA",1592383.0,599772.0,3354.0,27.6,3326.4,478.7,180.3,,,,,,,,,,
3800000US7320,7320.0,"United States - In metropolitan statistical area - San Diego, CA MSA","San Diego, CA MSA",2813833.0,1040149.0,4525.52,325.62,4199.89,670.0,247.7,,,,,,,,,,
3800000US7362,7362.0,"United States - In metropolitan statistical area - San Francisco-Oakland-San Jose, CA MSA","San Francisco-Oakland-San Jose, CA MSA",7039362.0,2651275.0,8798.75,1430.94,7367.81,955.4,359.8,,,,,,,,,,
3850000US73625775,73625775.0,"United States - In metropolitan statistical area - San Francisco-Oakland-San Jose, CA MSA - Oakland, CA MSA","Oakland, CA MSA",2392557.0,894760.0,1623.3,165.78,1457.52,1641.5,613.9,,,,,,,,,,
3850000US73627360,73627360.0,"United States - In metropolitan statistical area - San Francisco-Oakland-San Jose, CA MSA - San Francisco, CA MSA","San Francisco, CA MSA",1731183.0,712093.0,1801.13,785.56,1015.56,1704.7,701.2,,,,,,,,,,
3850000US73627400,73627400.0,"United States - In metropolitan statistical area - San Francisco-Oakland-San Jose, CA MSA - San Jose, CA MSA","San Jose, CA MSA",1682585.0,579329.0,1304.01,13.32,1290.69,1303.6,448.9,,,,,,,,,,
3850000US73627485,73627485.0,"United States - In metropolitan statistical area - San Francisco-Oakland-San Jose, CA MSA - Santa Cruz-Watsonville, CA MSA","Santa Cruz-Watsonville, CA MSA",255602.0,98873.0,607.16,161.92,445.24,574.1,222.1,310M100US42100,42100.0,"United States - In metropolitan statistical area - Santa Cruz-Watsonville, CA MSA",262382.0,104476.0,607.17,162.0,445.17,589.4,234.7
3850000US73627500,73627500.0,"United States - In metropolitan statistical area - San Francisco-Oakland-San Jose, CA MSA - Santa Rosa, CA MSA","Santa Rosa, CA MSA",458614.0,183153.0,1768.23,192.35,1575.88,291.0,116.2,,,,,,,,,,
3850000US73628720,73628720.0,"United States - In metropolitan statistical area - San Francisco-Oakland-San Jose, CA MSA - Vallejo-Fairfield-Napa, CA MSA","Vallejo-Fairfield-Napa, CA MSA",518821.0,183067.0,1694.94,112.02,1582.92,327.8,115.7,,,,,,,,,,
3800000US7460,7460.0,"United States - In metropolitan statistical area - San Luis Obispo-Atascadero-Paso Robles, CA MSA","San Luis Obispo-Atascadero-Paso Robles, CA MSA",246681.0,102275.0,3615.54,311.22,3304.32,74.7,31.0,,,,,,,,,,
3800000US7480,7480.0,"United States - In metropolitan statistical area - Santa Barbara-Santa Maria-Lompoc, CA MSA","Santa Barbara-Santa Maria-Lompoc, CA MSA",399347.0,142901.0,3789.08,1052.07,2737.01,145.9,52.2,,,,,,,,,,
3800000US7490,7490.0,"United States - In metropolitan statistical area - Santa Fe, NM MSA","Santa Fe, NM MSA",147635.0,65638.0,2020.13,1.6,2018.54,73.1,32.5,310M100US42140,42140.0,"United States - In metropolitan statistical area - Santa Fe, NM MSA",144170.0,71267.0,1910.87,1.46,1909.41,75.5,37.3
3800000US7510,7510.0,"United States - In metropolitan statistical area - Sarasota-Bradenton, FL MSA","Sarasota-Bradenton, FL MSA",589959.0,320595.0,1617.93,305.35,1312.58,449.5,244.2,,,,,,,,,,
3800000US7520,7520.0,"United States - In metropolitan statistical area - Savannah, GA MSA","Savannah, GA MSA",293000.0,122527.0,1569.59,210.35,1359.24,215.6,90.1,310M100US42340,42340.0,"United States - In metropolitan statistical area - Savannah, GA MSA",347611.0,151049.0,1569.65,229.55,1340.1,259.4,112.7
3800000US7560,7560.0,"United States - In metropolitan statistical area - Scranton-Wilkes-Barre-Hazleton, PA MSA","Scranton-Wilkes-Barre-Hazleton, PA MSA",624776.0,280494.0,2266.21,34.03,2232.19,279.9,125.7,,,,,,,,,,
3800000US7602,7602.0,"United States - In metropolitan statistical area - Seattle-Tacoma-Bremerton, WA MSA","Seattle-Tacoma-Bremerton, WA MSA",3554760.0,1467176.0,8166.44,940.99,7225.45,492.0,203.1,,,,,,,,,,
3850000US76021150,76021150.0,"United States - In metropolitan statistical area - Seattle-Tacoma-Bremerton, WA MSA - Bremerton, WA MSA","Bremerton, WA MSA",231969.0,92644.0,565.98,170.01,395.97,585.8,234.0,,,,,,,,,,
3850000US76025910,76025910.0,"United States - In metropolitan statistical area - Seattle-Tacoma-Bremerton, WA MSA - Olympia, WA MSA","Olympia, WA MSA",207355.0,86652.0,773.64,46.62,727.02,285.2,119.2,310M100US36500,36500.0,"United States - In metropolitan statistical area - Olympia, WA MSA",252264.0,108182.0,773.5,51.54,721.96,349.4,149.8
3850000US76027600,76027600.0,"United States - In metropolitan statistical area - Seattle-Tacoma-Bremerton, WA MSA - Seattle-Bellevue-Everett, WA MSA","Seattle-Bellevue-Everett, WA MSA",2414616.0,1010820.0,5020.32,596.78,4423.54,545.9,228.5,,,,,,,,,,
3850000US76028200,76028200.0,"United States - In metropolitan statistical area - Seattle-Tacoma-Bremerton, WA MSA - Tacoma, WA MSA","Tacoma, WA MSA",700820.0,277060.0,1806.5,127.58,1678.91,417.4,165.0,,,,,,,,,,
3800000US7610,7610.0,"United States - In metropolitan statistical area - Sharon, PA MSA","Sharon, PA MSA",120293.0,49859.0,682.57,10.76,671.82,179.1,74.2,,,,,,,,,,
3800000US7620,7620.0,"United States - In metropolitan statistical area - Sheboygan, WI MSA","Sheboygan, WI MSA",112646.0,45947.0,1270.97,757.34,513.63,219.3,89.5,310M100US43100,43100.0,"United States - In metropolitan statistical area - Sheboygan, WI MSA",115507.0,50766.0,1271.22,759.96,511.27,225.9,99.3
3800000US7640,7640.0,"United States - In metropolitan statistical area - Sherman-Denison, TX MSA","Sherman-Denison, TX MSA",110595.0,48315.0,979.19,45.68,933.51,118.5,51.8,310M100US43300,43300.0,"United States - In metropolitan statistical area - Sherman-Denison, TX MSA",120877.0,53727.0,979.18,46.37,932.8,129.6,57.6
3800000US7680,7680.0,"United States - In metropolitan statistical area - Shreveport-Bossier City, LA MSA","Shreveport-Bossier City, LA MSA",392302.0,167573.0,2418.91,102.44,2316.47,169.4,72.3,310M100US43340,43340.0,"United States - In metropolitan statistical area - Shreveport-Bossier City, LA MSA",398604.0,173669.0,2698.63,104.46,2594.18,153.7,66.9
3800000US7720,7720.0,"United States - In metropolitan statistical area - Sioux City, IA-NE MSA","Sioux City, IA-NE MSA",124130.0,48922.0,1144.78,8.39,1136.39,109.2,43.1,,,,,,,,,,
3800000US7760,7760.0,"United States - In metropolitan statistical area - Sioux Falls, SD MSA","Sioux Falls, SD MSA",172412.0,69368.0,1392.28,4.52,1387.76,124.2,50.0,310M100US43620,43620.0,"United States - In metropolitan statistical area - Sioux Falls, SD MSA",228261.0,95862.0,2586.17,10.49,2575.69,88.6,37.2
3800000US7800,7800.0,"United States - In metropolitan statistical area - South Bend, IN MSA","South Bend, IN MSA",265559.0,107013.0,460.97,3.63,457.34,580.7,234.0,,,,,,,,,,
3800000US7840,7840.0,"United States - In metropolitan statistical area - Spokane, WA MSA","Spokane, WA MSA",417939.0,175005.0,1780.72,17.09,1763.64,237.0,99.2,310M100US44060,44060.0,"United States - In metropolitan statistical area - Spokane, WA MSA",471221.0,201434.0,1780.7,16.91,1763.79,267.2,114.2
3800000US7880,7880.0,"United States - In metropolitan statistical area - Springfield, IL MSA","Springfield, IL MSA",201437.0,90744.0,1192.38,9.95,1182.43,170.4,76.7,310M100US44100,44100.0,"United States - In metropolitan statistical area - Springfield, IL MSA",210170.0,95555.0,1192.48,9.74,1182.74,177.7,80.8
3800000US7920,7920.0,"United States - In metropolitan statistical area - Springfield, MO MSA","Springfield, MO MSA",325721.0,138396.0,1835.53,4.08,1831.45,177.8,75.6,310M100US44180,44180.0,"United States - In metropolitan statistical area - Springfield, MO MSA",436712.0,192346.0,3020.71,13.91,3006.8,145.2,64.0
3800000US8000,8000.0,"United States - In metropolitan statistical area - Springfield, MA MSA","Springfield, MA MSA",591932.0,236653.0,760.23,24.6,735.63,804.7,321.7,310M100US44140,44140.0,"United States - In metropolitan statistical area - Springfield, MA MSA",692942.0,288536.0,1904.04,60.32,1843.72,375.8,156.5
3800000US8050,8050.0,"United States - In metropolitan statistical area - State College, PA MSA","State College, PA MSA",135758.0,53161.0,1111.85,4.32,1107.53,122.6,48.0,310M100US44300,44300.0,"United States - In metropolitan statistical area - State College, PA MSA",153990.0,63297.0,1112.96,3.04,1109.92,138.7,57.0
3800000US8080,8080.0,"United States - In metropolitan statistical area - Steubenville-Weirton, OH-WV MSA","Steubenville-Weirton, OH-WV MSA",132008.0,59169.0,591.49,10.21,581.28,227.1,101.8,310M100US44600,44600.0,"United States - In metropolitan statistical area - Steubenville-Weirton, OH-WV MSA",124454.0,58334.0,591.49,11.35,580.14,214.5,100.6
3800000US8120,8120.0,"United States - In metropolitan statistical area - Stockton-Lodi, CA MSA","Stockton-Lodi, CA MSA",563598.0,189160.0,1426.25,26.97,1399.28,402.8,135.2,,,,,,,,,,
3800000US8140,8140.0,"United States - In metropolitan statistical area - Sumter, SC MSA","Sumter, SC MSA",104646.0,41751.0,682.03,16.63,665.41,157.3,62.7,310M100US44940,44940.0,"United States - In metropolitan statistical area - Sumter, SC MSA",107456.0,46011.0,682.08,17.02,665.07,161.6,69.2
3800000US8160,8160.0,"United States - In metropolitan statistical area - Syracuse, NY MSA","Syracuse, NY MSA",732117.0,313587.0,3643.06,560.42,3082.64,237.5,101.7,310M100US45060,45060.0,"United States - In metropolitan statistical area - Syracuse, NY MSA",662577.0,287712.0,2778.98,394.1,2384.88,277.8,120.6
3800000US8240,8240.0,"United States - In metropolitan statistical area - Tallahassee, FL MSA","Tallahassee, FL MSA",284539.0,121677.0,1230.27,47.4,1182.87,240.5,102.9,310M100US45220,45220.0,"United States - In metropolitan statistical area - Tallahassee, FL MSA",367413.0,163078.0,2602.58,214.88,2387.7,153.9,68.3
3800000US8280,8280.0,"United States - In metropolitan statistical area - Tampa-St. Petersburg-Clearwater, FL MSA","Tampa-St. Petersburg-Clearwater, FL MSA",2395997.0,1143979.0,3330.93,776.95,2553.98,938.1,447.9,310M100US45300,45300.0,"United States - In metropolitan statistical area - Tampa-St. Petersburg-Clearwater, FL MSA",2783243.0,1353158.0,3331.37,817.93,2513.44,1107.3,538.4
3800000US8320,8320.0,"United States - In metropolitan statistical area - Terre Haute, IN MSA","Terre Haute, IN MSA",149192.0,63705.0,1030.8,13.0,1017.8,146.6,62.6,310M100US45460,45460.0,"United States - In metropolitan statistical area - Terre Haute, IN MSA",172425.0,74136.0,1484.82,19.94,1464.87,117.7,50.6
3800000US8360,8360.0,"United States - In metropolitan statistical area - Texarkana, TX-Texarkana, AR MSA","Texarkana, TX-Texarkana, AR MSA",129749.0,54190.0,1560.25,48.4,1511.85,85.8,35.8,310M100US45500,45500.0,"United States - In metropolitan statistical area - Texarkana, TX-Texarkana, AR MSA",136027.0,57774.0,1560.62,50.03,1510.58,90.0,38.2
3800000US8400,8400.0,"United States - In metropolitan statistical area - Toledo, OH MSA","Toledo, OH MSA",618203.0,259959.0,1623.75,259.18,1364.57,453.0,190.5,310M100US45780,45780.0,"United States - In metropolitan statistical area - Toledo, OH MSA",651429.0,301322.0,2208.66,590.24,1618.42,402.5,186.2
3800000US8440,8440.0,"United States - In metropolitan statistical area - Topeka, KS MSA","Topeka, KS MSA",169871.0,73768.0,556.32,6.5,549.82,309.0,134.2,310M100US45820,45820.0,"United States - In metropolitan statistical area - Topeka, KS MSA",233870.0,103809.0,3289.89,57.26,3232.63,72.3,32.1
3800000US8520,8520.0,"United States - In metropolitan statistical area - Tucson, AZ MSA","Tucson, AZ MSA",843746.0,366737.0,9188.83,2.57,9186.27,91.8,39.9,310M100US46060,46060.0,"United States - In metropolitan statistical area - Tucson, AZ MSA",980263.0,440909.0,9189.1,2.06,9187.04,106.7,48.0
3800000US8560,8560.0,"United States - In metropolitan statistical area - Tulsa, OK MSA","Tulsa, OK MSA",803235.0,341415.0,5163.0,148.51,5014.5,160.2,68.1,310M100US46140,46140.0,"United States - In metropolitan statistical area - Tulsa, OK MSA",937478.0,409820.0,6460.09,190.85,6269.24,149.5,65.4
3800000US8600,8600.0,"United States - In metropolitan statistical area - Tuscaloosa, AL MSA","Tuscaloosa, AL MSA",164875.0,71429.0,1351.23,26.85,1324.37,124.5,53.9,310M100US46220,46220.0,"United States - In metropolitan statistical area - Tuscaloosa, AL MSA",219461.0,97534.0,2667.69,54.89,2612.81,84.0,37.3
3800000US8640,8640.0,"United States - In metropolitan statistical area - Tyler, TX MSA","Tyler, TX MSA",174706.0,71701.0,949.45,21.06,928.38,188.2,77.2,310M100US46340,46340.0,"United States - In metropolitan statistical area - Tyler, TX MSA",209714.0,87309.0,949.72,28.27,921.45,227.6,94.8
3800000US8680,8680.0,"United States - In metropolitan statistical area - Utica-Rome, NY MSA","Utica-Rome, NY MSA",299896.0,134829.0,2715.47,91.51,2623.95,114.3,51.4,310M100US46540,46540.0,"United States - In metropolitan statistical area - Utica-Rome, NY MSA",299397.0,137561.0,2715.61,91.71,2623.9,114.1,52.4
3800000US8750,8750.0,"United States - In metropolitan statistical area - Victoria, TX MSA","Victoria, TX MSA",84088.0,32945.0,888.73,6.23,882.5,95.3,37.3,310M100US47020,47020.0,"United States - In metropolitan statistical area - Victoria, TX MSA",115384.0,50537.0,2780.88,539.88,2241.0,51.5,22.6
3800000US8780,8780.0,"United States - In metropolitan statistical area - Visalia-Tulare-Porterville, CA MSA","Visalia-Tulare-Porterville, CA MSA",368021.0,119639.0,4839.09,15.12,4823.97,76.3,24.8,,,,,,,,,,
3800000US8800,8800.0,"United States - In metropolitan statistical area - Waco, TX MSA","Waco, TX MSA",213517.0,84795.0,1060.23,18.34,1041.88,204.9,81.4,310M100US47380,47380.0,"United States - In metropolitan statistical area - Waco, TX MSA",234906.0,95124.0,1060.23,23.13,1037.1,226.5,91.7
3800000US8872,8872.0,"United States - In metropolitan statistical area - Washington-Baltimore, DC-MD-VA-WV MSA","Washington-Baltimore, DC-MD-VA-WV MSA",7608070.0,3043659.0,10491.64,915.18,9576.45,794.5,317.8,,,,,,,,,,
3850000US88720720,88720720.0,"United States - In metropolitan statistical area - Washington-Baltimore, DC-MD-VA-WV MSA - Baltimore, MD MSA","Baltimore, MD MSA",2552994.0,1048046.0,3104.45,495.4,2609.05,978.5,401.7,,,,,,,,,,
3850000US88723180,88723180.0,"United States - In metropolitan statistical area - Washington-Baltimore, DC-MD-VA-WV MSA - Hagerstown, MD MSA","Hagerstown, MD MSA",131923.0,52972.0,467.55,9.41,458.14,288.0,115.6,,,,,,,,,,
3850000US88728840,88728840.0,"United States - In metropolitan statistical area - Washington-Baltimore, DC-MD-VA-WV MSA - Washington, DC-MD-VA-WV MSA","Washington, DC-MD-VA-WV MSA",4923153.0,1942641.0,6919.64,410.37,6509.27,756.3,298.4,,,,,,,,,,
3800000US8920,8920.0,"United States - In metropolitan statistical area - Waterloo-Cedar Falls, IA MSA","Waterloo-Cedar Falls, IA MSA",128012.0,51759.0,571.91,4.8,567.11,225.7,91.3,310M100US47940,47940.0,"United States - In metropolitan statistical area - Waterloo-Cedar Falls, IA MSA",167819.0,71332.0,1513.98,10.88,1503.1,111.6,47.5
3800000US8940,8940.0,"United States - In metropolitan statistical area - Wausau, WI MSA","Wausau, WI MSA",125834.0,50360.0,1576.14,31.18,1544.96,81.4,32.6,310M100US48140,48140.0,"United States - In metropolitan statistical area - Wausau, WI MSA",134063.0,57734.0,1576.31,31.33,1544.98,86.8,37.4
3800000US8960,8960.0,"United States - In metropolitan statistical area - West Palm Beach-Boca Raton, FL MSA","West Palm Beach-Boca Raton, FL MSA",1131184.0,556428.0,2386.33,412.22,1974.11,573.0,281.9,,,,,,,,,,
3800000US9000,9000.0,"United States - In metropolitan statistical area - Wheeling, WV-OH MSA","Wheeling, WV-OH MSA",153172.0,69216.0,962.43,11.91,950.52,161.1,72.8,310M100US48540,48540.0,"United States - In metropolitan statistical area - Wheeling, WV-OH MSA",147950.0,69542.0,962.45,19.07,943.38,156.8,73.7
3800000US9040,9040.0,"United States - In metropolitan statistical area - Wichita, KS MSA","Wichita, KS MSA",545220.0,227687.0,2996.34,29.78,2966.56,183.8,76.8,310M100US48620,48620.0,"United States - In metropolitan statistical area - Wichita, KS MSA",623061.0,263043.0,4181.33,32.26,4149.07,150.2,63.4
3800000US9080,9080.0,"United States - In metropolitan statistical area - Wichita Falls, TX MSA","Wichita Falls, TX MSA",140518.0,57175.0,1558.8,21.43,1537.36,91.4,37.2,310M100US48660,48660.0,"United States - In metropolitan statistical area - Wichita Falls, TX MSA",151306.0,64823.0,2675.29,55.68,2619.61,57.8,24.7
3800000US9140,9140.0,"United States - In metropolitan statistical area - Williamsport, PA MSA","Williamsport, PA MSA",120044.0,52464.0,1243.77,8.91,1234.85,97.2,42.5,310M100US48700,48700.0,"United States - In metropolitan statistical area - Williamsport, PA MSA",116111.0,52500.0,1243.84,15.24,1228.59,94.5,42.7
3800000US9200,9200.0,"United States - In metropolitan statistical area - Wilmington, NC MSA","Wilmington, NC MSA",233450.0,131047.0,1377.93,324.2,1053.73,221.5,124.4,310M100US48900,48900.0,"United States - In metropolitan statistical area - Wilmington, NC MSA",362315.0,205642.0,2310.81,402.51,1908.3,189.9,107.8
3800000US9260,9260.0,"United States - In metropolitan statistical area - Yakima, WA MSA","Yakima, WA MSA",222581.0,79174.0,4311.61,15.38,4296.23,51.8,18.4,310M100US49420,49420.0,"United States - In metropolitan statistical area - Yakima, WA MSA",243231.0,85474.0,4311.28,15.88,4295.4,56.6,19.9
3800000US9280,9280.0,"United States - In metropolitan statistical area - York, PA MSA","York, PA MSA",381751.0,156720.0,910.25,5.8,904.45,422.1,173.3,,,,,,,,,,
3800000US9320,9320.0,"United States - In metropolitan statistical area - Youngstown-Warren, OH MSA","Youngstown-Warren, OH MSA",594746.0,252962.0,1593.28,29.1,1564.18,380.2,161.7,,,,,,,,,,
3800000US9340,9340.0,"United States - In metropolitan statistical area - Yuba City, CA MSA","Yuba City, CA MSA",139149.0,50955.0,1252.31,19.08,1233.24,112.8,41.3,310M100US49700,49700.0,"United States - In metropolitan statistical area - Yuba City, CA MSA",166892.0,61493.0,1252.3,18.05,1234.25,135.2,49.8
3800000US9360,9360.0,"United States - In metropolitan statistical area - Yuma, AZ MSA","Yuma, AZ MSA",160026.0,74140.0,5518.96,4.87,5514.09,29.0,13.4,310M100US49740,49740.0,"United States - In metropolitan statistical area - Yuma, AZ MSA",195751.0,87850.0,5519.11,5.12,5513.99,35.5,15.9
3800000US0060,60.0,"Puerto Rico - In metropolitan statistical area - Aguadilla, PR MSA","Aguadilla, PR MSA",146424.0,54725.0,171.4,53.59,117.8,1242.9,464.5,,,,,,,,,,
3800000US4840,4840.0,"Puerto Rico - In metropolitan statistical area - Mayagüez, PR MSA","Mayagüez, PR MSA",253347.0,104009.0,598.12,309.14,288.98,876.7,359.9,310M100US32420,32420.0,"Puerto Rico - In metropolitan statistical area - Mayagüez, PR MSA",106330.0,50608.0,285.43,196.44,88.99,1194.9,568.7
3800000US6360,6360.0,"Puerto Rico - In metropolitan statistical area - Ponce, PR MSA","Ponce, PR MSA",361094.0,125370.0,538.55,173.23,365.32,988.4,343.2,310M100US38660,38660.0,"Puerto Rico - In metropolitan statistical area - Ponce, PR MSA",243147.0,99359.0,337.76,127.09,210.68,1154.1,471.6
3800000US7442,7442.0,"Puerto Rico - In metropolitan statistical area - San Juan-Caguas-Arecibo, PR MSA","San Juan-Caguas-Arecibo, PR MSA",2450292.0,913918.0,2058.49,622.51,1435.98,1706.4,636.4,,,,,,,,,,
3850000US74420470,74420470.0,"Puerto Rico - In metropolitan statistical area - San Juan-Caguas-Arecibo, PR MSA - Arecibo, PR MSA","Arecibo, PR MSA",174300.0,65423.0,291.86,77.66,214.2,813.7,305.4,,,,,,,,,,
3850000US74421310,74421310.0,"Puerto Rico - In metropolitan statistical area - San Juan-Caguas-Arecibo, PR MSA - Caguas, PR MSA","Caguas, PR MSA",308365.0,110065.0,228.99,1.34,227.65,1354.5,483.5,,,,,,,,,,
3850000US74427440,74427440.0,"Puerto Rico - In metropolitan statistical area - San Juan-Caguas-Arecibo, PR MSA - San Juan-Bayamón, PR MSA","San Juan-Bayamón, PR MSA",1967627.0,738430.0,1537.64,543.51,994.13,1979.2,742.8,,,,,,,,,,
,,,"Allentown-Bethlehem-Easton, PA-NJ MSA",,,,,,,,310M100US10900,10900.0,"United States - In metropolitan statistical area - Allentown-Bethlehem-Easton, PA-NJ MSA",821173.0,342200.0,1475.88,22.66,1453.22,565.1,235.5
,,,"Ames, IA MSA",,,,,,,,310M100US11180,11180.0,"United States - In metropolitan statistical area - Ames, IA MSA",89542.0,36789.0,573.65,0.83,572.82,156.3,64.2
,,,"Anderson, IN MSA",,,,,,,,310M100US11300,11300.0,"United States - In metropolitan statistical area - Anderson, IN MSA",131636.0,59068.0,452.9,0.99,451.92,291.3,130.7
,,,"Anderson, SC MSA",,,,,,,,310M100US11340,11340.0,"United States - In metropolitan statistical area - Anderson, SC MSA",187126.0,84774.0,757.44,42.01,715.43,261.6,118.5
,,,"Anniston-Oxford, AL MSA",,,,,,,,310M100US11500,11500.0,"United States - In metropolitan statistical area - Anniston-Oxford, AL MSA",118572.0,53289.0,612.29,6.42,605.87,195.7,88.0
,,,"Appleton, WI MSA",,,,,,,,310M100US11540,11540.0,"United States - In metropolitan statistical area - Appleton, WI MSA",225666.0,92844.0,1041.67,85.91,955.76,236.1,97.1
,,,"Athens-Clarke County, GA MSA",,,,,,,,310M100US12020,12020.0,"United States - In metropolitan statistical area - Athens-Clarke County, GA MSA",192541.0,81719.0,1035.03,10.22,1024.81,187.9,79.7
,,,"Atlanta-Sandy Springs-Marietta, GA MSA",,,,,,,,310M100US12060,12060.0,"United States - In metropolitan statistical area - Atlanta-Sandy Springs-Marietta, GA MSA",5268860.0,2165495.0,8481.03,142.49,8338.54,631.9,259.7
,,,"Atlantic City-Hammonton, NJ MSA",,,,,,,,310M100US12100,12100.0,"United States - In metropolitan statistical area - Atlantic City-Hammonton, NJ MSA",274549.0,126647.0,671.83,116.12,555.7,494.1,227.9
,,,"Augusta-Richmond County, GA-SC MSA",,,,,,,,310M100US12260,12260.0,"United States - In metropolitan statistical area - Augusta-Richmond County, GA-SC MSA",556877.0,236949.0,3324.86,54.58,3270.28,170.3,72.5
,,,"Austin-Round Rock-San Marcos, TX MSA",,,,,,,,310M100US12420,12420.0,"United States - In metropolitan statistical area - Austin-Round Rock-San Marcos, TX MSA",1716289.0,706505.0,4280.08,60.19,4219.89,406.7,167.4
,,,"Bakersfield-Delano, CA MSA",,,,,,,,310M100US12540,12540.0,"United States - In metropolitan statistical area - Bakersfield-Delano, CA MSA",839631.0,284367.0,8162.64,30.72,8131.92,103.3,35.0
,,,"Baltimore-Towson, MD MSA",,,,,,,,310M100US12580,12580.0,"United States - In metropolitan statistical area - Baltimore-Towson, MD MSA",2710489.0,1132251.0,3105.02,503.54,2601.48,1041.9,435.2
,,,"Barnstable Town, MA MSA",,,,,,,,310M100US12700,12700.0,"United States - In metropolitan statistical area - Barnstable Town, MA MSA",215888.0,160281.0,1305.54,911.81,393.72,548.3,407.1
,,,"Battle Creek, MI MSA",,,,,,,,310M100US12980,12980.0,"United States - In metropolitan statistical area - Battle Creek, MI MSA",136146.0,61042.0,718.35,12.12,706.23,192.8,86.4
,,,"Bay City, MI MSA",,,,,,,,310M100US13020,13020.0,"United States - In metropolitan statistical area - Bay City, MI MSA",107771.0,48220.0,630.72,188.41,442.3,243.7,109.0
,,,"Bend, OR MSA",,,,,,,,310M100US13460,13460.0,"United States - In metropolitan statistical area - Bend, OR MSA",157733.0,80139.0,3054.77,36.58,3018.19,52.3,26.6
,,,"Birmingham-Hoover, AL MSA",,,,,,,,310M100US13820,13820.0,"United States - In metropolitan statistical area - Birmingham-Hoover, AL MSA",1128047.0,500025.0,5369.77,90.26,5279.51,213.7,94.7
,,,"Blacksburg-Christiansburg-Radford, VA MSA",,,,,,,,310M100US13980,13980.0,"United States - In metropolitan statistical area - Blacksburg-Christiansburg-Radford, VA MSA",162958.0,70550.0,1089.49,16.96,1072.52,151.9,65.8
,,,"Boise City-Nampa, ID MSA",,,,,,,,310M100US14260,14260.0,"United States - In metropolitan statistical area - Boise City-Nampa, ID MSA",616561.0,246052.0,11833.38,67.79,11765.59,52.4,20.9
,,,"Boston-Cambridge-Quincy, MA-NH MSA",,,,,,,,310M100US14460,14460.0,"United States - In metropolitan statistical area - Boston-Cambridge-Quincy, MA-NH MSA",4552402.0,1883206.0,4512.46,1025.05,3487.41,1305.4,540.0
